date,MG,billed_kWh,kW,total_kWh, Operation_bill 
42183.00,24.99,28184.8,1265.6,28184.8,37485.78
42184.00,25.98,30872.8,1478.4,30872.8,41060.82
42185.00,26.37,29075.2,1332.8,29075.2,38670.02
42186.00,22.51,26381.6,1176,26381.6,35087.53
42187.00,15.88,25446.4,1131.2,25446.4,33843.71
42188.00,13.93,23783.2,1075.2,23783.2,31631.66
42189.00,12.38,22736,1052.8,22736,30238.88
42190.00,11.39,27036.8,1288,27036.8,35958.94
42191.00,11.43,28772.8,1344,28772.8,38267.82
42192.00,14.52,28436.8,1444.8,28436.8,37820.94
42193.00,19.35,29069.6,1377.6,29069.6,38662.57
42194.00,20.83,35084,1624,35084,46661.72
42195.00,18.88,28005.6,1467.2,28005.6,37247.45
42196.00,17.19,31483.2,1388.8,31483.2,41872.66
42197.00,23.53,33454.4,1534.4,33454.4,44494.35
42198.00,23.7,30172.8,1366.4,30172.8,40129.82
42199.00,25.3,27384,1288,27384,36420.72
42200.00,24.74,26516,1377.6,26516,35266.28
42201.00,16.35,27608,1321.6,27608,36718.64
42202.00,14.28,24488.8,1344,24488.8,32570.10
42203.00,20.25,30620.8,1400,30620.8,40725.66
42204.00,14.83,29685.6,1332.8,29685.6,39481.85
42205.00,14.12,27552,1444.8,27552,36644.16
42206.00,20.41,25810.4,1568,25810.4,34327.83
42207.00,16.43,30520,1321.6,30520,40591.60
42208.00,12.86,25295.2,1276.8,25295.2,33642.62
42209.00,12.21,23542.4,1030.4,23542.4,31311.39
42210.00,11.04,25631.2,1176,25631.2,34089.50
42211.00,11.73,25009.6,1176,25009.6,33262.77
42212.00,12.33,26628,1254.4,26628,35415.24
42213.00,11.54,27876.8,1243.2,27876.8,37076.14
42214.00,10.75,27406.4,1232,27406.4,36450.51
42215.00,11.04,27154.4,1187.2,27154.4,36115.35
42216.00,10.45,22148,1153.6,22148,29456.84
42217.00,10.18,20451.2,952,20451.2,27200.10
42218.00,9.63,20860,952,20860,27743.80
42219.00,10.2,21666.4,1019.2,21666.4,28816.31
42220.00,10.23,22069.6,974.4,22069.6,29352.57
42221.00,10.05,21263.2,996.8,21263.2,28280.06
42222.00,15.88,23525.6,1097.6,23525.6,31289.05
42223.00,13.31,21084,952,21084,28041.72
42224.00,10.88,21128.8,974.4,21128.8,28101.30
42225.00,10.94,21610.4,974.4,21610.4,28741.83
42226.00,11.22,22002.4,1041.6,22002.4,29263.19
42227.00,11.47,23917.6,1220.8,23917.6,31810.41
42228.00,10.58,22444.8,1198.4,22444.8,29851.58
42229.00,9.91,20904.8,940.8,20904.8,27803.38
42230.00,9.96,21000,940.8,21000,27930.00
42231.00,10.2,21184.8,1008,21184.8,28175.78
42232.00,15.87,24813.6,1321.6,24813.6,33002.09
42233.00,17.13,24768.8,1108.8,24768.8,32942.50
42234.00,15.21,24326.4,1086.4,24326.4,32354.11
42235.00,12.88,22960,1030.4,22960,30536.80
42236.00,12.82,22657.6,1019.2,22657.6,30134.61
42237.00,11.46,22629.6,1008,22629.6,30097.37
42238.00,11.13,22887.2,1041.6,22887.2,30439.98
42239.00,11.25,25172,1310.4,25172,33478.76
42240.00,11.14,29075.2,1321.6,29075.2,38670.02
42241.00,11.34,29265.6,1288,29265.6,38923.25
42242.00,11.73,29209.6,1299.2,29209.6,38848.77
42243.00,10.9,26023.2,1243.2,26023.2,34610.86
42244.00,10.83,26896.8,1288,26896.8,35772.74
42245.00,11.91,29405.6,1310.4,29405.6,39109.45
42246.00,11.93,30150.4,1377.6,30150.4,40100.03
42247.00,11.98,30240,1355.2,30240,40219.20
42248.00,12.1,29534.4,1332.8,29534.4,39280.75
42249.00,11.47,29517.6,1344,29517.6,39258.41
42250.00,10.3,30335.2,1321.6,30335.2,40345.82
42251.00,9.73,29304.8,1299.2,29304.8,38975.38
42252.00,8.78,28980,1288,28980,38543.40
42253.00,8.73,26874.4,1288,26874.4,35742.95
42254.00,10.16,23973.6,1243.2,23973.6,31884.89
42255.00,10.7,24371.2,1075.2,24371.2,32413.70
42256.00,10.95,24080,1086.4,24080,32026.40
42257.00,10.27,24018.4,1075.2,24018.4,31944.47
42258.00,10.43,23436,1075.2,23436,31169.88
42259.00,10.41,24080,1086.4,24080,32026.40
42260.00,12.12,23419.2,1075.2,23419.2,31147.54
42261.00,10.73,24270.4,1075.2,24270.4,32279.63
42262.00,10.67,24007.2,1086.4,24007.2,31929.58
42263.00,11.21,23682.4,1075.2,23682.4,31497.59
42264.00,11.75,22383.2,1008,22383.2,29769.66
42265.00,10.94,21856.8,996.8,21856.8,29069.54
42266.00,11.3,22170.4,1008,22170.4,29486.63
42267.00,11.38,23021.6,1052.8,23021.6,30618.73
42268.00,11.38,27434.4,1288,27434.4,36487.75
42269.00,10.96,28028,1276.8,28028,37277.24
42270.00,11.06,28459.2,1265.6,28459.2,37850.74
42271.00,11.04,27770.4,1243.2,27770.4,36934.63
42272.00,11.24,28089.6,1265.6,28089.6,37359.17
42273.00,10.68,26700.8,1254.4,26700.8,35512.06
42274.00,10.46,22982.4,1030.4,22982.4,30566.59
42275.00,11.31,23374.4,1019.2,23374.4,31087.95
42276.00,12.1,27389.6,1276.8,27389.6,36428.17
42277.00,11.6,23816.8,1164.8,23816.8,31676.34
42278.00,11.13,22047.2,1019.2,22047.2,29322.78
42279.00,11.33,21386.4,985.6,21386.4,28443.91
42280.00,12.39,21296.8,963.2,21296.8,28324.74
42281.00,11.26,21431.2,1008,21431.2,28503.50
42282.00,11.56,21868,1019.2,21868,29084.44
42283.00,11.18,22797.6,1030.4,22797.6,30320.81
42284.00,10.56,22456,1030.4,22456,29866.48
42285.00,10.63,22573.6,1008,22573.6,30022.89
42286.00,10.38,21319.2,974.4,21319.2,28354.54
42287.00,9.37,20742.4,929.6,20742.4,27587.39
42288.00,9.92,24040.8,1265.6,24040.8,31974.26
42289.00,10.83,21767.2,1019.2,21767.2,28950.38
42290.00,11.39,24057.6,1086.4,24057.6,31996.61
42291.00,10.31,22797.6,1008,22797.6,30320.81
42292.00,9.37,21688.8,1030.4,21688.8,28846.10
42293.00,9.31,22148,1019.2,22148,29456.84
42294.00,9.92,22187.2,1019.2,22187.2,29508.98
42295.00,9.66,22047.2,1008,22047.2,29322.78
42296.00,9.96,22540,1008,22540,29978.20
42297.00,10.46,22624,1041.6,22624,30089.92
42298.00,11.54,23794.4,1041.6,23794.4,31646.55
42299.00,11.61,25312,1243.2,25312,33664.96
42300.00,10.23,23811.2,1052.8,23811.2,31668.90
42301.00,10.48,24567.2,1254.4,24567.2,32674.38
42302.00,10.67,23105.6,1041.6,23105.6,30730.45
42303.00,10.52,23850.4,1064,23850.4,31721.03
42304.00,14.18,25720.8,1243.2,25720.8,34208.66
42305.00,19.84,27372.8,1220.8,27372.8,36405.82
42306.00,16.04,25256,1120,25256,33590.48
42307.00,13.1,25704,1187.2,25704,34186.32
42308.00,10.94,26997.6,1209.6,26997.6,35906.81
42309.00,11.88,27977.6,1232,27977.6,37210.21
42310.00,12.21,27384,1198.4,27384,36420.72
42311.00,13.2,25608.8,1164.8,25608.8,34059.70
42312.00,13.48,25530.4,1153.6,25530.4,33955.43
42313.00,11.44,23928.8,1120,23928.8,31825.30
42314.00,14.45,25664.8,1131.2,25664.8,34134.18
42315.00,11.55,24074.4,1097.6,24074.4,32018.95
42316.00,11.45,27193.6,1355.2,27193.6,36167.49
42317.00,12,25127.2,1332.8,25127.2,33419.18
42318.00,11.66,28655.2,1411.2,28655.2,38111.42
42319.00,10.94,30156,1388.8,30156,40107.48
42320.00,12.01,30744,1377.6,30744,40889.52
42321.00,11.08,30245.6,1344,30245.6,40226.65
42322.00,10.74,29366.4,1288,29366.4,39057.31
42323.00,11.07,25272.8,1254.4,25272.8,33612.82
42324.00,10.98,26768,1164.8,26768,35601.44
42325.00,14.12,26913.6,1209.6,26913.6,35795.09
42326.00,17.42,29685.6,1377.6,29685.6,39481.85
42327.00,14.63,27994.4,1388.8,27994.4,37232.55
42328.00,11.82,25547.2,1131.2,25547.2,33977.78
42329.00,11.63,25351.2,1131.2,25351.2,33717.10
42330.00,11.53,24662.4,1131.2,24662.4,32800.99
42331.00,11.3,27468,1377.6,27468,36532.44
42332.00,10.99,28196,1377.6,28196,37500.68
42333.00,10.48,23973.6,1187.2,23973.6,31884.89
42334.00,9.64,22590.4,1019.2,22590.4,30045.23
42335.00,10.98,23352,1299.2,23352,31058.16
42336.00,19.08,28397.6,1321.6,28397.6,37768.81
42337.00,20.59,27736.8,1220.8,27736.8,36889.94
42338.00,21.87,28996.8,1310.4,28996.8,38565.74
42339.00,20.85,29192.8,1321.6,29192.8,38826.42
42340.00,14.23,26252.8,1164.8,26252.8,34916.22
42341.00,12.73,24522.4,1187.2,24522.4,32614.79
42342.00,12.13,27120.8,1187.2,27120.8,36070.66
42343.00,12.22,26801.6,1187.2,26801.6,35646.13
42344.00,11.77,26264,1164.8,26264,34931.12
42345.00,12.43,26202.4,1176,26202.4,34849.19
42346.00,11.66,24953.6,1153.6,24953.6,33188.29
42347.00,11.3,24987.2,1108.8,24987.2,33232.98
42348.00,11.55,23738.4,1120,23738.4,31572.07
42349.00,11.52,24964.8,1086.4,24964.8,33203.18
42350.00,10.92,24942.4,1086.4,24942.4,33173.39
42351.00,11.31,24438.4,1075.2,24438.4,32503.07
42352.00,12.73,25200,1164.8,25200,33516.00
42353.00,11.72,26146.4,1142.4,26146.4,34774.71
42354.00,12.2,26252.8,1164.8,26252.8,34916.22
42355.00,12.75,27568.8,1209.6,27568.8,36666.50
42356.00,10.96,26252.8,1176,26252.8,34916.22
42357.00,10.32,25928,1153.6,25928,34484.24
42358.00,10.18,25306.4,1120,25306.4,33657.51
42359.00,15.15,27876.8,1288,27876.8,37076.14
42360.00,14.82,27669.6,1254.4,27669.6,36800.57
42361.00,17.28,30352,1769.6,30352,40368.16
42362.00,23.95,29696.8,1456,29696.8,39496.74
42363.00,24.55,31880.8,1388.8,31880.8,42401.46
42364.00,20.25,29360.8,1355.2,29360.8,39049.86
42365.00,26.13,36108.8,1713.6,36108.8,48024.70
42366.00,26.7,35459.2,1556.8,35459.2,47160.74
42367.00,27.55,31813.6,1444.8,31813.6,42312.09
42368.00,24.32,31740.8,1512,31740.8,42215.26
42369.00,25.39,33605.6,1444.8,33605.6,44695.45
42370.00,26.12,35369.6,1523.2,35369.6,47041.57
42371.00,21.93,28772.8,1478.4,28772.8,38267.82
42372.00,13.28,28784,1254.4,28784,38282.72
42373.00,12.81,30900.8,1422.4,30900.8,41098.06
42374.00,11.92,30486.4,1400,30486.4,40546.91
42375.00,11.39,26264,1198.4,26264,34931.12
42376.00,11.43,26275.2,1176,26275.2,34946.02
42377.00,11.28,25138.4,1131.2,25138.4,33434.07
42378.00,12.28,25631.2,1243.2,25631.2,34089.50
42379.00,20.18,30307.2,1332.8,30307.2,40308.58
42380.00,17.06,30604,1344,30604,40703.32
42381.00,15.64,28341.6,1288,28341.6,37694.33
42382.00,14.08,29635.2,1299.2,29635.2,39414.82
42383.00,15.03,27580,1243.2,27580,36681.40
42384.00,18.43,28884.8,1377.6,28884.8,38416.78
42385.00,18.58,28347.2,1310.4,28347.2,37701.78
42386.00,17.24,30643.2,1388.8,30643.2,40755.46
42387.00,14.46,31438.4,1400,31438.4,41813.07
42388.00,13.81,31152.8,1388.8,31152.8,41433.22
42389.00,13.39,29842.4,1299.2,29842.4,39690.39
42390.00,13.07,28761.6,1276.8,28761.6,38252.93
42391.00,13.28,28868,1321.6,28868,38394.44
42392.00,12.34,27770.4,1288,27770.4,36934.63
42393.00,12.08,28201.6,1243.2,28201.6,37508.13
42394.00,11.98,27451.2,1276.8,27451.2,36510.10
42395.00,12.44,28212.8,1254.4,28212.8,37523.02
42396.00,11.97,28033.6,1265.6,28033.6,37284.69
42397.00,12.61,26460,1209.6,26460,35191.80
42398.00,11.83,24567.2,1153.6,24567.2,32674.38
42399.00,12.03,26924.8,1355.2,26924.8,35809.98
42400.00,11.28,25715.2,1120,25715.2,34201.22
42401.00,11.97,26555.2,1164.8,26555.2,35318.42
42402.00,13.18,29556.8,1500.8,29556.8,39310.54
42403.00,19.86,29696.8,1500.8,29696.8,39496.74
42404.00,15.54,29293.6,1310.4,29293.6,38960.49
42405.00,14.18,31808,1456,31808,42304.64
42406.00,13.58,28733.6,1310.4,28733.6,38215.69
42407.00,12.57,29142.4,1467.2,29142.4,38759.39
42408.00,12.91,34255.2,1512,34255.2,45559.42
42409.00,12.53,34165.6,1523.2,34165.6,45440.25
42410.00,12.52,33392.8,1500.8,33392.8,44412.42
42411.00,12.19,29629.6,1478.4,29629.6,39407.37
42412.00,12.5,28856.8,1265.6,28856.8,38379.54
42413.00,12.26,27294.4,1220.8,27294.4,36301.55
42414.00,11.68,27714.4,1265.6,27714.4,36860.15
42415.00,12.21,27742.4,1232,27742.4,36897.39
42416.00,12.86,31337.6,1433.6,31337.6,41679.01
42417.00,12.22,27904.8,1377.6,27904.8,37113.38
42418.00,11.83,27395.2,1176,27395.2,36435.62
42419.00,12.71,26678.4,1332.8,26678.4,35482.27
42420.00,11.03,30609.6,1355.2,30609.6,40710.77
42421.00,15.45,33773.6,1579.2,33773.6,44918.89
42422.00,17.33,27804,1232,27804,36979.32
42423.00,19.28,28240.8,1232,28240.8,37560.26
42424.00,19.28,41759.2,2128,41759.2,55539.74
42425.00,28.53,39692.8,1803.2,39692.8,52791.42
42426.00,27.01,32474.4,1702.4,32474.4,43190.95
42427.00,27.15,32222.4,1444.8,32222.4,42855.79
42428.00,21.74,30665.6,1400,30665.6,40785.25
42429.00,20.34,31057.6,1388.8,31057.6,41306.61
42430.00,22.22,32233.6,1590.4,32233.6,42870.69
42431.00,24.3,33152,1478.4,33152,44092.16
42432.00,23.57,32317.6,1411.2,32317.6,42982.41
42433.00,25.77,31589.6,1422.4,31589.6,42014.17
42434.00,21.97,30615.2,1366.4,30615.2,40718.22
42435.00,19.89,30811.2,1467.2,30811.2,40978.90
42436.00,14.8,31567.2,1422.4,31567.2,41984.38
42437.00,14.15,30357.6,1411.2,30357.6,40375.61
42438.00,13.31,32043.2,1444.8,32043.2,42617.46
42439.00,20.56,35700,1702.4,35700,47481.00
42440.00,25.06,35212.8,1579.2,35212.8,46833.02
42441.00,21.84,30363.2,1500.8,30363.2,40383.06
42442.00,16.55,32608.8,1433.6,32608.8,43369.70
42443.00,16.53,32586.4,1478.4,32586.4,43339.91
42444.00,19.93,32026.4,1456,32026.4,42595.11
42445.00,15.44,27148.8,1288,27148.8,36107.90
42446.00,15.01,27064.8,1232,27064.8,35996.18
42447.00,12.18,26000.8,1164.8,26000.8,34581.06
42448.00,12.7,25278.4,1187.2,25278.4,33620.27
42449.00,14.44,25233.6,1198.4,25233.6,33560.69
42450.00,13.48,26600,1220.8,26600,35378.00
42451.00,12.56,25272.8,1153.6,25272.8,33612.82
42452.00,11.83,28722.4,1422.4,28722.4,38200.79
42453.00,15.69,31729.6,1545.6,31729.6,42200.37
42454.00,16.46,29108.8,1433.6,29108.8,38714.70
42455.00,13.59,25183.2,1187.2,25183.2,33493.66
42456.00,12.23,27512.8,1411.2,27512.8,36592.02
42457.00,13.68,27339.2,1332.8,27339.2,36361.14
42458.00,13.16,28873.6,1422.4,28873.6,38401.89
42459.00,12.7,27484.8,1467.2,27484.8,36554.78
42460.00,18.47,29976.8,1467.2,29976.8,39869.14
42461.00,20.03,27871.2,1243.2,27871.2,37068.70
42462.00,17.08,25653.6,1187.2,25653.6,34119.29
42463.00,13.55,26336.8,1187.2,26336.8,35027.94
42464.00,14.26,25480,1176,25480,33888.40
42465.00,12.34,26594.4,1220.8,26594.4,35370.55
42466.00,12.32,26230.4,1209.6,26230.4,34886.43
42467.00,15.43,28140,1344,28140,37426.20
42468.00,13.27,26073.6,1265.6,26073.6,34677.89
42469.00,12.04,25295.2,1164.8,25295.2,33642.62
42470.00,13.26,28593.6,1433.6,28593.6,38029.49
42471.00,19.98,33566.4,1736,33566.4,44643.31
42472.00,22.66,31500,1400,31500,41895.00
42473.00,24.31,32205.6,1489.6,32205.6,42833.45
42474.00,20.77,32659.2,1523.2,32659.2,43436.74
42475.00,21.65,30693.6,1377.6,30693.6,40822.49
42476.00,20.88,29848,1332.8,29848,39697.84
42477.00,21.11,29142.4,1377.6,29142.4,38759.39
42478.00,14.42,30032.8,1433.6,30032.8,39943.62
42479.00,13.18,29612.8,1411.2,29612.8,39385.02
42480.00,11.6,28487.2,1355.2,28487.2,37887.98
42481.00,15.13,30380,1377.6,30380,40405.40
42482.00,14.93,26527.2,1411.2,26527.2,35281.18
42483.00,15.1,23889.6,1142.4,23889.6,31773.17
42484.00,11.06,24399.2,1120,24399.2,32450.94
42485.00,12.47,27658.4,1344,27658.4,36785.67
42486.00,11.53,27820.8,1545.6,27820.8,37001.66
42487.00,18.63,29792,1467.2,29792,39623.36
42488.00,23.62,31953.6,1422.4,31953.6,42498.29
42489.00,24.75,28554.4,1265.6,28554.4,37977.35
42490.00,25.22,28716.8,1332.8,28716.8,38193.34
42491.00,25.28,29220.8,1366.4,29220.8,38863.66
42492.00,24.98,29372,1299.2,29372,39064.76
42493.00,22.66,31186.4,1534.4,31186.4,41477.91
42494.00,22.88,32440.8,1601.6,32440.8,43146.26
42495.00,19.98,27020,1344,27020,35936.60
42496.00,17.31,27490.4,1254.4,27490.4,36562.23
42497.00,12.34,26068,1176,26068,34670.44
42498.00,14.02,26448.8,1209.6,26448.8,35176.90
42499.00,14.81,29898.4,1433.6,29898.4,39764.87
42500.00,14.26,26616.8,1321.6,26616.8,35400.34
42501.00,13.76,25939.2,1276.8,25939.2,34499.14
42502.00,17.83,28005.6,1321.6,28005.6,37247.45
42503.00,15.18,25183.2,1164.8,25183.2,33493.66
42504.00,13.43,26734.4,1187.2,26734.4,35556.75
42505.00,12.46,25715.2,1164.8,25715.2,34201.22
42506.00,12.33,25810.4,1153.6,25810.4,34327.83
42507.00,12.34,24309.6,1187.2,24309.6,32331.77
42508.00,12.68,28856.8,1444.8,28856.8,38379.54
42509.00,12.16,26796,1366.4,26796,35638.68
42510.00,10.78,27658.4,1366.4,27658.4,36785.67
42511.00,10.43,30424.8,1400,30424.8,40464.98
42512.00,11.06,29741.6,1366.4,29741.6,39556.33
42513.00,11.15,29036,1321.6,29036,38617.88
42514.00,10.6,30576,1388.8,30576,40666.08
42515.00,11.09,26790.4,1355.2,26790.4,35631.23
42516.00,10.7,28739.2,1344,28739.2,38223.14
42517.00,10.97,26734.4,1321.6,26734.4,35556.75
42518.00,9.05,26521.6,1276.8,26521.6,35273.73
42519.00,9.96,23587.2,1176,23587.2,31370.98
42520.00,10.96,23368.8,1086.4,23368.8,31080.50
42521.00,11.23,23245.6,1075.2,23245.6,30916.65
42522.00,10.58,26409.6,1321.6,26409.6,35124.77
42523.00,11.2,24046.4,1209.6,24046.4,31981.71
42524.00,9.28,22058.4,1041.6,22058.4,29337.67
42525.00,9.44,22556.8,1052.8,22556.8,30000.54
42526.00,10.47,22685.6,1041.6,22685.6,30171.85
42527.00,11.32,22976.8,1041.6,22976.8,30559.14
42528.00,10.38,26146.4,1344,26146.4,34774.71
42529.00,9.54,24550.4,1254.4,24550.4,32652.03
42530.00,9.18,22663.2,1075.2,22663.2,30142.06
42531.00,9.8,23150.4,1075.2,23150.4,30790.03
42532.00,9.45,22355.2,1030.4,22355.2,29732.42
42533.00,9.53,22148,1030.4,22148,29456.84
42534.00,10.46,22349.6,1030.4,22349.6,29724.97
42535.00,10.73,22080.8,1030.4,22080.8,29367.46
42536.00,11.94,22601.6,1086.4,22601.6,30060.13
42537.00,10.23,23021.6,1041.6,23021.6,30618.73
42538.00,9.95,22540,1064,22540,29978.20
42539.00,9.73,22377.6,1064,22377.6,29762.21
42540.00,9.47,22540,1041.6,22540,29978.20
42541.00,9.37,23072,1097.6,23072,30685.76
42542.00,9.89,23094.4,1097.6,23094.4,30715.55
42543.00,11.77,23867.2,1142.4,23867.2,31743.38
42544.00,10.56,22803.2,1064,22803.2,30328.26
42545.00,9.31,22405.6,1052.8,22405.6,29799.45
42546.00,9.84,22215.2,1052.8,22215.2,29546.22
42547.00,9.43,26006.4,1601.6,26006.4,34588.51
42548.00,16.58,30195.2,1545.6,30195.2,40159.62
42549.00,14.23,28694.4,1321.6,28694.4,38163.55
42550.00,9.47,23184,1075.2,23184,30834.72
42551.00,9.04,24046.4,1097.6,24046.4,31981.71
42552.00,9.39,22864.8,1075.2,22864.8,30410.18
42553.00,9.6,21739.2,1041.6,21739.2,28913.14
42554.00,13.13,23251.2,1198.4,23251.2,30924.10
42555.00,16.88,24959.2,1131.2,24959.2,33195.74
42556.00,14.83,26219.2,1321.6,26219.2,34871.54
42557.00,15.75,27277.6,1456,27277.6,36279.21
42558.00,19.12,25088,1120,25088,33367.04
42559.00,17.26,26275.2,1254.4,26275.2,34946.02
42560.00,17.42,25737.6,1153.6,25737.6,34231.01
42561.00,17.52,25597.6,1131.2,25597.6,34044.81
42562.00,13.83,24326.4,1075.2,24326.4,32354.11
42563.00,13.28,23721.6,1052.8,23721.6,31549.73
42564.00,13.6,20266.4,1086.4,20266.4,26954.31
42565.00,14.01,26280.8,1288,26280.8,34953.46
42566.00,10.8,26969.6,1232,26969.6,35869.57
42567.00,10.17,24270.4,1232,24270.4,32279.63
42568.00,10.32,28448,1254.4,28448,37835.84
42569.00,18.36,31040.8,1489.6,31040.8,41284.26
42570.00,16.45,27008.8,1332.8,27008.8,35921.70
42571.00,15.13,24488.8,1142.4,24488.8,32570.10
42572.00,15.92,25020.8,1097.6,25020.8,33277.66
42573.00,14.3,25692.8,1243.2,25692.8,34171.42
42574.00,12.78,25849.6,1288,25849.6,34379.97
42575.00,12.61,25026.4,1299.2,25026.4,33285.11
42576.00,12.97,25536,1276.8,25536,33962.88
42577.00,17.84,26342.4,1411.2,26342.4,35035.39
42578.00,15.38,28453.6,1366.4,28453.6,37843.29
42579.00,18.25,25726.4,1187.2,25726.4,34216.11
42580.00,17.81,24662.4,1108.8,24662.4,32800.99
42581.00,16.8,24298.4,1097.6,24298.4,32316.87
42582.00,13.43,23128,1052.8,23128,30760.24
42583.00,14.13,23587.2,1131.2,23587.2,31370.98
42584.00,13.57,23632,1075.2,23632,31430.56
42585.00,12.51,23223.2,1075.2,23223.2,30886.86
42586.00,12.67,22730.4,1019.2,22730.4,30231.43
42587.00,12.98,22103.2,996.8,22103.2,29397.26
42588.00,11.82,22500.8,1019.2,22500.8,29926.06
42589.00,11.88,22624,1030.4,22624,30089.92
42590.00,12.38,23710.4,1153.6,23710.4,31534.83
42591.00,12.52,23458.4,1120,23458.4,31199.67
42592.00,14.52,24449.6,1176,24449.6,32517.97
42593.00,13.42,23436,1064,23436,31169.88
42594.00,12.4,22092,1008,22092,29382.36
42595.00,17.44,24981.6,1411.2,24981.6,33225.53
42596.00,27.89,33079.2,1758.4,33079.2,43995.34
42597.00,38.09,30340.8,1456,30340.8,40353.26
42598.00,39.88,38320.8,1915.2,38320.8,50966.66
42599.00,36.33,34932.8,1601.6,34932.8,46460.62
42600.00,33.96,37038.4,1624,37038.4,49261.07
42601.00,31.8,35212.8,1545.6,35212.8,46833.02
42602.00,32.32,35504,1601.6,35504,47220.32
42603.00,24.18,32104.8,1489.6,32104.8,42699.38
42604.00,17.1,31304,1467.2,31304,41634.32
42605.00,15.08,30055.2,1388.8,30055.2,39973.42
42606.00,15.05,28072.8,1377.6,28072.8,37336.82
42607.00,16.42,27792.8,1366.4,27792.8,36964.42
42608.00,15.44,30531.2,1377.6,30531.2,40606.50
42609.00,12.73,29640.8,1344,29640.8,39422.26
42610.00,12.89,29131.2,1332.8,29131.2,38744.50
42611.00,13.31,26723.2,1366.4,26723.2,35541.86
42612.00,12.48,30122.4,1422.4,30122.4,40062.79
42613.00,11.65,29881.6,1355.2,29881.6,39742.53
42614.00,12.42,23520,1209.6,23520,31281.60
42615.00,10.94,23951.2,1086.4,23951.2,31855.10
42616.00,10.88,23307.2,1064,23307.2,30998.58
42617.00,9.84,22881.6,1075.2,22881.6,30432.53
42618.00,9.69,23016,1064,23016,30611.28
42619.00,12.55,23755.2,1086.4,23755.2,31594.42
42620.00,12.22,23475.2,1075.2,23475.2,31222.02
42621.00,12.43,27249.6,1713.6,27249.6,36241.97
42622.00,20.88,29198.4,1590.4,29198.4,38833.87
42623.00,20.8,28638.4,1456,28638.4,38089.07
42624.00,21.71,29534.4,1299.2,29534.4,39280.75
42625.00,20.48,26700.8,1232,26700.8,35512.06
42626.00,16.67,28112,1388.8,28112,37388.96
42627.00,12.8,31225.6,1422.4,31225.6,41530.05
42628.00,13.62,28173.6,1355.2,28173.6,37470.89
42629.00,14.23,25642.4,1232,25642.4,34104.39
42630.00,18.3,25004,1164.8,25004,33255.32
42631.00,16.71,24953.6,1142.4,24953.6,33188.29
42632.00,15.58,24668,1120,24668,32808.44
42633.00,15.13,24466.4,1153.6,24466.4,32540.31
42634.00,13.09,23917.6,1120,23917.6,31810.41
42635.00,13.67,24276,1220.8,24276,32287.08
42636.00,10.48,27518.4,1288,27518.4,36599.47
42637.00,11.03,22534.4,1064,22534.4,29970.75
42638.00,11.48,23312.8,1086.4,23312.8,31006.02
42639.00,13.27,25323.2,1142.4,25323.2,33679.86
42640.00,11.7,24253.6,1142.4,24253.6,32257.29
42641.00,12.45,22276.8,1041.6,22276.8,29628.14
42642.00,11.45,22495.2,1008,22495.2,29918.62
42643.00,11.93,20927.2,974.4,20927.2,27833.18
42644.00,10.8,21274.4,985.6,21274.4,28294.95
42645.00,10.92,21963.2,1019.2,21963.2,29211.06
42646.00,10.68,21929.6,996.8,21929.6,29166.37
42647.00,10.9,21280,1030.4,21280,28302.40
42648.00,11.53,26678.4,1254.4,26678.4,35482.27
42649.00,10.99,24892,1220.8,24892,33106.36
42650.00,10.34,22108.8,1164.8,22108.8,29404.70
42651.00,9.58,25804.8,1232,25804.8,34320.38
42652.00,10.13,27333.6,1265.6,27333.6,36353.69
42653.00,9.52,27843.2,1265.6,27843.2,37031.46
42654.00,10.35,28526.4,1288,28526.4,37940.11
42655.00,10.21,26611.2,1209.6,26611.2,35392.90
42656.00,10.56,22792,1164.8,22792,30313.36
42657.00,11.33,23682.4,1052.8,23682.4,31497.59
42658.00,11.9,23749.6,1064,23749.6,31586.97
42659.00,10.35,25306.4,1243.2,25306.4,33657.51
42660.00,10.29,27692,1254.4,27692,36830.36
42661.00,10.99,27305.6,1243.2,27305.6,36316.45
42662.00,11,22820,1086.4,22820,30350.60
42663.00,19.94,32020.8,1523.2,32020.8,42587.66
42664.00,20.32,30044,1422.4,30044,39958.52
42665.00,19.34,28050.4,1288,28050.4,37307.03
42666.00,18.75,27468,1265.6,27468,36532.44
42667.00,18.43,26695.2,1254.4,26695.2,35504.62
42668.00,18.9,27210.4,1254.4,27210.4,36189.83
42669.00,12.77,24068.8,1075.2,24068.8,32011.50
42670.00,12.49,24410.4,1164.8,24410.4,32465.83
42671.00,12.29,23419.2,1097.6,23419.2,31147.54
42672.00,11.54,23872.8,1097.6,23872.8,31750.82
42673.00,13.3,24231.2,1120,24231.2,32227.50
42674.00,11.28,23917.6,1108.8,23917.6,31810.41
42675.00,10.17,23536.8,1097.6,23536.8,31303.94
42676.00,10.32,23906.4,1097.6,23906.4,31795.51
42677.00,10.49,22803.2,1075.2,22803.2,30328.26
42678.00,11.81,22926.4,1120,22926.4,30492.11
42679.00,12.12,21364,1108.8,21364,28414.12
42680.00,10.77,23604,1086.4,23604,31393.32
42681.00,10.08,23620.8,1086.4,23620.8,31415.66
42682.00,10.28,22478.4,1064,22478.4,29896.27
42683.00,10.23,23066.4,1108.8,23066.4,30678.31
42684.00,11.68,22579.2,1075.2,22579.2,30030.34
